#  1.418134 32.941711
0.000000 0.000000
7.321857 22.051686
6.863263 22.185196
1.370333 35.588985
0.000087 0.000000
0.028668 1.000375
0.916914 22.486046
5.103152 1.943199
125.539630 212.786209
31.386200 348.393643
0.000061 0.000000
1.141688 3.659778
1.358982 35.250141
6.368850 21.294651
302.483205 11.283470
0.000000 0.000000
0.000293 0.000025
0.000218 0.000024
0.000000 0.000000
1.384851 43.638444
74.664645 1.731145
0.019453 0.194246
0.000002 0.000000
0.000000 0.000000
0.000001 0.000000
0.000000 0.000000
0.805967 35.272229
116.175569 225.736171
7.075106 22.486610
0.000002 0.000000
0.188432 1.112471
0.866885 22.260587
0.000002 0.000000
0.000262 0.000025
0.000004 0.000000
0.000379 0.000000
1.403592 32.886559
2.531162 46.295834
1.371286 35.777320
1.396458 32.776100
0.447142 1.345228
0.000329 0.000000
0.896542 23.847970
124.391847 212.355069
120.796544 205.575654
7.226689 22.169838
0.000005 0.000000
0.000006 0.000000
0.000004 0.000000
9551.220756 11.798623
0.000000 0.000000
0.028517 0.896355
118.569196 165.363028
5.248416 254.853281
8.835507 22.874420
0.041666 0.398954
0.000077 0.000012
9.512381 22.565907
0.329151 0.829068
2.609909 43.778511
119.701643 199.711910
4197.554642 15.724879
0.000005 0.000000
0.000369 0.000024
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000001 0.000000
5.665035 29.695092
0.000001 0.000000
7.111467 1.414635
116.398818 195.961065
0.000105 0.000017
121.695563 207.838303
123.981497 203.589186
0.271405 0.692481
0.694568 23.398405
1.362329 49.962761
123.197100 225.379584
0.000004 0.000000
0.000002 0.000000
2.553005 46.975966
0.000000 0.000000
0.031791 0.982469
5.798486 266.600766
0.000000 0.000000
1.006369 0.146227
0.734327 18.370664
0.000120 0.000020
0.000003 0.000000
1.698308 2.975689
117.499479 200.218336
0.983100 23.409954
0.898087 37.070718
0.000678 0.000120
0.000305 0.000056
0.000324 0.000053
7.199264 21.407613
0.000000 0.000000
0.000027 0.000000
0.962049 25.085506
0.914966 38.251092
0.277412 2.713657
15594.889668 12.932842
0.000000 0.000000
1.417026 32.762519
8.147911 21.629398
0.000000 0.000000
0.000001 0.000000
1.373432 44.295102
0.000237 0.000024
0.001890 0.000325
114.355552 200.743098
8.449258 22.539128
0.000004 0.000000
0.000280 0.000025
15588.877195 12.706494
0.028052 0.875327
0.812048 61.130722
122.024107 213.229732
8.147446 21.512791
0.000161 0.000000
6.557382 22.248633
1.468053 33.060525
118.052854 205.658130
0.000005 0.000000
0.096306 0.309427
0.000000 0.000000
117.471599 196.754884
7.751637 24.780870
8.411230 23.185504
123.027010 211.240378
0.000056 0.000009
0.000004 0.000000
0.123673 1.174952
0.000513 0.000095
0.000017 0.000003
0.000004 0.000000
0.000000 0.000000
104.503346 97.811976
0.000031 0.000005
0.000656 0.000106
2.476705 62.557542
2.087283 3.095514
6.929899 21.561272
0.031060 0.964652
0.000001 0.000000
0.000005 0.000000
120.529936 227.222878
0.000004 0.000000
0.000000 0.000000
119.441851 206.328022
0.000668 0.000105
119.968819 217.463231
317.292241 51.325954
0.000002 0.000000
2.293627 2.807054
0.000000 0.000000
125.493149 207.052463
10814.500733 12.569694
0.000116 0.000020
0.207625 1.595192
1.282369 1.452249
0.000000 0.000000
110.925692 117.518317
0.000000 0.000000
0.000002 0.000000
0.126203 1.133987
2.526113 44.244109
1.372120 31.956456
0.000264 0.000045
0.000000 0.000000
0.000157 0.000000
0.000001 0.000000
1.925933 0.325195
115.793925 19.667899
8.965294 22.554236
0.000762 0.000026
0.000136 0.000023
122.318581 208.512277
125.402893 210.506525
0.000000 0.000000
2.654149 45.468257
0.000000 0.000000
0.000083 0.000000
0.000775 0.000126
1.416050 3.975650
0.038238 0.363869
0.702518 16.306385
0.000196 0.000031
0.000364 0.000000
1.425108 32.836697
5.967356 29.826293
8.597839 22.486916
1.153891 3.858289
2.488123 44.260517
4.646200 28.902097
0.000056 0.000009
0.953861 25.687297
1.447679 32.965112
0.844269 36.112517
1.429931 32.603893
0.000354 0.000026
0.000000 0.000000
